date,Afghanistan,Albania,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bhutan,Brazil,Brunei,Bulgaria,Burkina Faso,Cameroon,Canada,Chile,Colombia,Costa Rica,Cote Ivoire,Croatia,Cuba,Cyprus,Czech Republic,DEM REP CONGO,Denmark,Ecuador,Egypt,El Salvador,Estonia,Eswatini,Ethiopia,Fiji,Finland,France,French Guiana,Georgia,Germany,Ghana,Greece,Greenland,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Latvia,Lebanon,Lithuania,Luxembourg,Madagascar,Malaysia,Mali,Malta,Mauritius,Mexico,Morocco,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,North Korea,North Macedonia,Norway,Oman,Pakistan,Palestine,Panama,Peoples R China,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Saudi Arabia,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Tanzania,Thailand,Togo,Trinidad Tobago,Tunisia,U Arab Emirates,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zimbabwe,USA,Turkey,UK
2017-01-31,0.0,0.0,1.0,0.0,1.0,26.0,7.0,0.0,1.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,20.0,0.0,8.0,0.0,1.0,1.0,33.0,3.0,6.0,0.0,2.0,0.0,45.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,52.0,1.0,4.0,4.0,7.0,3.0,10.0,1.0,3.0,0.0,4.0,6.0,1.0,0.0,12.0,9.0,28.0,0.0,10.0,4.0,11.0,1.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,11.0,42.0
2017-07-31,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,1.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,28.0,0.0,1.0,0.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,13.0,0.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,3.0,16.0
2018-01-31,0.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,26.0,0.0,6.0,0.0,1.0,1.0,41.0,3.0,7.0,1.0,7.0,1.0,36.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,15.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,59.0,2.0,3.0,5.0,8.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,5.0,6.0,4.0,23.0,3.0,9.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,65.0,10.0,37.0
2018-07-31,0.0,1.0,1.0,0.0,1.0,14.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,0.0,4.0,0.0,1.0,1.0,8.0,0.0,5.0,0.0,2.0,2.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,45.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,22.0,0.0,4.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,18.0
2019-01-31,0.0,0.0,1.0,0.0,1.0,26.0,6.0,0.0,2.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,24.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,21.0,0.0,3.0,0.0,2.0,0.0,37.0,8.0,4.0,0.0,8.0,0.0,35.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,7.0,3.0,0.0,6.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,72.0,1.0,1.0,7.0,6.0,2.0,12.0,0.0,2.0,0.0,3.0,6.0,2.0,1.0,15.0,4.0,34.0,2.0,12.0,7.0,10.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,6.0,39.0
2019-07-31,0.0,0.0,0.0,0.0,2.0,18.0,2.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,1.0,17.0,1.0,5.0,0.0,4.0,1.0,28.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,54.0,1.0,1.0,4.0,8.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,28.0,0.0,8.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,22.0
2020-01-31,0.0,1.0,0.0,0.0,3.0,22.0,8.0,0.0,1.0,6.0,1.0,22.0,0.0,0.0,1.0,1.0,31.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,22.0,1.0,7.0,0.0,0.0,2.0,49.0,2.0,7.0,1.0,2.0,0.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,20.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,13.0,5.0,0.0,6.0,0.0,0.0,10.0,0.0,7.0,1.0,1.0,76.0,2.0,3.0,8.0,7.0,7.0,7.0,2.0,4.0,0.0,2.0,7.0,2.0,1.0,5.0,7.0,38.0,6.0,12.0,6.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,77.0,14.0,45.0
2020-07-31,0.0,0.0,0.0,1.0,2.0,23.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,20.0,0.0,5.0,0.0,1.0,4.0,28.0,2.0,3.0,1.0,4.0,0.0,33.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,13.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,77.0,1.0,2.0,13.0,3.0,2.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,8.0,39.0,0.0,15.0,6.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,39.0
2021-01-31,0.0,0.0,0.0,0.0,0.0,29.0,7.0,1.0,2.0,11.0,0.0,20.0,0.0,1.0,0.0,0.0,28.0,3.0,10.0,1.0,0.0,7.0,1.0,2.0,3.0,0.0,8.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,7.0,31.0,0.0,0.0,37.0,0.0,7.0,0.0,2.0,1.0,56.0,2.0,10.0,1.0,6.0,1.0,52.0,13.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,12.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,20.0,2.0,0.0,4.0,0.0,0.0,10.0,1.0,8.0,0.0,0.0,106.0,2.0,2.0,25.0,11.0,6.0,6.0,15.0,7.0,0.0,1.0,3.0,1.0,1.0,10.0,11.0,55.0,0.0,16.0,13.0,8.0,1.0,8.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,101.0,15.0,46.0
2021-07-31,0.0,0.0,0.0,0.0,1.0,21.0,6.0,1.0,2.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,33.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,19.0,0.0,0.0,38.0,0.0,8.0,0.0,1.0,0.0,48.0,0.0,7.0,0.0,7.0,1.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,10.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,7.0,0.0,0.0,96.0,1.0,1.0,10.0,12.0,6.0,4.0,7.0,3.0,0.0,0.0,7.0,2.0,4.0,5.0,13.0,54.0,1.0,13.0,13.0,7.0,0.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,87.0,9.0,54.0
2022-01-31,0.0,0.0,4.0,0.0,2.0,31.0,8.0,1.0,5.0,8.0,0.0,27.0,0.0,2.0,0.0,0.0,29.0,3.0,12.0,1.0,0.0,7.0,0.0,2.0,6.0,1.0,11.0,8.0,7.0,1.0,3.0,0.0,4.0,0.0,13.0,35.0,0.0,0.0,51.0,1.0,10.0,0.0,3.0,1.0,94.0,0.0,11.0,1.0,8.0,0.0,71.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,18.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,18.0,8.0,0.0,2.0,0.0,0.0,13.0,2.0,12.0,0.0,1.0,139.0,2.0,4.0,30.0,17.0,8.0,12.0,14.0,5.0,0.0,3.0,11.0,2.0,3.0,11.0,19.0,68.0,1.0,19.0,8.0,6.0,0.0,4.0,0.0,0.0,1.0,9.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,151.0,15.0,76.0
2022-07-31,1.0,0.0,0.0,0.0,4.0,23.0,10.0,0.0,4.0,8.0,0.0,23.0,0.0,0.0,0.0,2.0,29.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,13.0,25.0,0.0,0.0,47.0,1.0,14.0,0.0,1.0,1.0,75.0,1.0,9.0,3.0,6.0,2.0,49.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,15.0,3.0,0.0,5.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,131.0,3.0,0.0,22.0,16.0,9.0,5.0,16.0,9.0,0.0,0.0,11.0,1.0,1.0,5.0,11.0,50.0,0.0,13.0,10.0,12.0,0.0,5.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,113.0,11.0,75.0
2023-01-31,0.0,0.0,4.0,0.0,2.0,54.0,7.0,0.0,5.0,21.0,0.0,37.0,1.0,1.0,0.0,1.0,40.0,6.0,8.0,2.0,1.0,5.0,0.0,0.0,5.0,0.0,16.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,18.0,45.0,0.0,0.0,66.0,1.0,18.0,0.0,6.0,3.0,92.0,9.0,13.0,3.0,9.0,6.0,84.0,10.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,26.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,20.0,10.0,0.0,5.0,0.0,1.0,17.0,2.0,9.0,0.0,0.0,231.0,6.0,3.0,33.0,17.0,5.0,10.0,31.0,18.0,0.0,2.0,6.0,4.0,1.0,6.0,19.0,72.0,2.0,16.0,17.0,12.0,0.0,12.0,0.0,1.0,1.0,8.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,159.0,33.0,104.0
2023-07-31,0.0,0.0,0.0,0.0,3.0,37.0,12.0,0.0,3.0,8.0,0.0,26.0,1.0,1.0,0.0,1.0,38.0,6.0,11.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0,3.0,2.0,10.0,1.0,3.0,0.0,1.0,0.0,15.0,29.0,0.0,0.0,48.0,0.0,13.0,0.0,9.0,2.0,100.0,4.0,13.0,2.0,8.0,2.0,62.0,14.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,14.0,4.0,0.0,3.0,3.0,0.0,11.0,1.0,10.0,0.0,0.0,244.0,1.0,4.0,27.0,29.0,5.0,8.0,14.0,19.0,0.0,3.0,11.0,2.0,2.0,8.0,20.0,60.0,2.0,14.0,15.0,12.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,132.0,28.0,82.0
